,Title,Rating,Description,Website,Address,Phone
1160,Thasaa,4,"Kurti material & Dupatta sets, Pure cotton running fabrics. Indian Traditional Fabrics like Dabu, Ajrakh, Block print, Khun, Mangalgiri cotton. Handmade Design and Prints. ",https://www.letsmiago.com/,,
1161,The LuxePass,3.9,"Book your Pass
Visit our Website or Android / iOS application.
Choose a luxury Hotel and amenity in your area. Select your preferred date and time. You will receive an email and text message with your
LuxePass.
You can either pay online or by cash/card at the Hotel.
LuxePass is 100% refundable on cancellations
Check-in
Carry your valid photo ID card and enter the OTP provided to you at the front desk of the Hotel.
The LuxePass only allows access to Hotel facilities reserved by you. It does not allow access to Hotel rooms.
Complimentary non-alcoholic welcome drink and discount vouchers for food & beverages at some Hotels.
Enjoy and Book Again!
Relax and enjoy Hotel facilities that offer luxury and privacy. You can swim, enjoy a workout at a luxurious gym and experience a top-notch spa treatment. Live every day like a vacation! Do book again if you enjoyed the experience. Make sure you provide a review as we are always looking forward to improving our services!",https://www.theluxepass.com,9999698630,
1162,nissi wood,4.1,"Wooden veneer exotic cards are made from real wood, processed in micro thickness and made to behave like paper. Microthin wood veneer is converted to wooden veneer business cards, wooden wedding cards, wood veneer greeting cards, wood bookmarks, wooden postcards, wood menu cards, wood program cards, wood place cards, wood reply cards etc. These products are made from micro processed real wood veneer from different parts of the world. Our in-house printing facility provides for the creation of artwork and printing in different formats like screen, digital, laser engraving and cutting, foil printing etc.",https://nissiwood.com/,"Nissiwood Veneers (P) Ltd D3103, 2nd Floor",9349022319
1163,BECKFriends.com ,3.8,A traveller powered delivery network that lets you earn as you travel by monetising your unused luggage space. We also help you to send anything anywhere or buy anything from anywhere and have it shipped to you through our travellers. ,https://www.beckfriends.com/,"Malhotra Chambers, Deonar, Govandi East, Mumbai, Maharashtra 400088, India",9967573684
1164,CouponzGuru,4,"We are one of the leading coupons and daily deals website in India since 2011.
We help online shoppers to get coupons, deals and offers for all online shopping websites in India at one place. You can call us Coupon & Deals aggregators. We have become a one stop free shop to get all latest, working and genuine coupon codes, promo deals and discount offers in India. Our team of highly skilled coupons and deals hunters are on the job 24 x 7 to hunt for latest money saving coupons and deals. We list all these discount coupons, deals and offers from various online shopping sites in India at CouponzGuru which can be availed freely by you and that surely helps you save a lot of money online.",https://www.couponzguru.com/,"14/1/1, MH SH 27, Thite Vasti, Thite Nagar, Kharadi, Pune, Maharashtra 411014, India",
1165,Entrepreneur Timeline,3.8,Entrepreneur timeline is an impressive online resume builder & one page website builder. Having professional and creative templates for all purpose. Register Now to Create Your Online Presence.,https://www.entrepreneurtimeline.com/,"Delhi Gate Circle, Bapu Bazar, Nada Khada, Udaipur, Rajasthan 313001, India",
1166,ilovefad,4.4,"FAD brings to you Chic, Sassy, Quirky Jewelry/Accessories. We operate via social media & online marketplaces. FAD is a GST registered business operating since 4+ years. We deal in both Retail & Wholesale.
",bit.ly/2Z5bDJ1,"New Delhi, Delhi, India",9953099736
1167,AltSpace,4,"Altspace is a co-working space provider as well as an online marketplace that helps you find and book suitable co-working spaces according to your location, budget and feature preferences. Alongside their own properties,​ they have tie-ins with hundreds of other venues all over Delhi NCR. ",https://altspace.work,"Safdarjung Enclave, New Delhi",9625477530
1168,GoEasyRepair,3.3,"GoEasyRepair, a division of Softwill Infotech Pvt Ltd, is an online electronics repair service that dedicates itself towards the highest degree of customer satisfaction. We specialize in fixing smartphones, tablets, laptops, and various other devices that require utmost care and attention.",https://www.goeasyrepair.com,"Tilak Nagar, New Delhi, Delhi 110018, India",01149819797
1169,Beck Friends,4.2,"BECK is a network of senders & travellers that connects people who want to send with travellers on that route. Welcome to the world of new-age shipping!
Use our page/website to share your travel plans or if you want something shipped. Try out!
We offer travellers the opportunity to earn as they travel by connecting them to a shipper for their travel route.
Oh and we also have a same-day delivery network in Mumbai.",https://www.beckfriends.com/,"7th Floor, Malhotra Chambers, Deonar, Govandi, East Mumbai 400088",9967573684
1170,FITPASS,4.4,"FITPASS is your app based pass to workout anywhere, anytime across 3000+ gyms and fitness studios. A one-touch solution to achieve all your health and fitness goals. Priced at only Rs.999 per month, FITPASS gives you the flexibility to workout whenever you want, however you want and wherever you want.",https://fitpass.co.in/,"2E/8, Third Floor, Jhandewalan Extension, Jhandewalan, New Delhi, India 110055","Also Available in: Delhi NCR, Ahmedabad, Bangalore, Hyderabad, Jaipur, Mumbai & Pune"
1171,Nubliss,4.4,Nubliss is the perfect answer to the long overdue revolution that India needed to create the perfect mattress. We are India's 1st SleepTech company that has created a mattress to give you a fresh start every morning - an incredible perfect power wake-up!,https://www.nubliss.com/,"Plot 129, Level 1, Sector 39, Gurugram, Haryana",+91-9205138595
1172,Knot9,3.8,"Knot9 provides original Indian stock video content that everybody can afford.
Founded in 2017, Knot9 is a genuine effort to create India's largest library of stock footages with Indian models in an Indian environment. Our aim is to produce affordable and high-quality Indian stock content and footage for masses.",https://www.knot9.com/,"Unit No 12 & 14, B-Block, Crown Plaza Mall, Sector 15 A, Azad Colony, Sector 15A, Faridabad, Haryana 121004, India",9350522988
1173,Ziniosa,3.8,"Ziniosa is one of India's premier and leading handbag rental service for women. Between the two options of choosing from their onsite collection and subscribing to their stylists who'd choose a new bag for you, every time should you require it, the website offers Indian women an amazing opportunity to flaunt international fashion.",http://www.ziniosa.com/,"RMV 2nd Stage, M S R Nagar, Mathikere, Bengaluru, Karnataka 560054",7892297680
1174,Tinder,3.8,Tinder is the fun way to connect with new and interesting people around you. ,https://tinder.com/?lang=en,,
1175,EnviGreen,4.3,"EnviGreen is that name of the attempt being made by a group of people for a better future by replacing plastic bags with biodegradable, 100% organic and recyclable bags that can go a long way in protecting our environment.", http://envigreen.in,"EnviGreen Biotech India (P) Ltd No. 1012/29, Prestige Meridian, 1, MG Road, Ashok Nagar, Bengaluru, Karnataka 560001",
1176,Ezetap,3,"Ezetap provides a payments platform for businesses to accept multiple types of payments: debit or credit cards, online payments",https://corp.ezetap.com/,"151, 9th Main Road, HSR Layout - Sector 6, Bengaluru, Karnataka 560102","Also Available in: Bengaluru,Karnataka"
1177,1 mg,3.8,"No more running from one chemist store to another when in need of medicines! 1mg.com brings to you an online medicine store, which can be accessed for all health needs. With 1mg.com, you don’t just buy medicine online, but can also book appointment with the best doctors nearby. We are focused towards making healthcare accessible and affordable, and so give you plenty of options in terms of medicine substitutes.",https://www.1mg.com,"1st Floor, Motorola Building, MG Road, Sector 14, Gurugram, Haryana 122001","Also Available in: Delhi, Mumbai, Bangalore & more"
1178,Flock,4.3,"Flock comes power-packed with tons of productivity features such as - shared to-dos, polls, rich note sharing, reminders and many more - to optimize team collaboration. ",https://flock.com/in/,9910709833,
1179,EduPie Learning,3.8,EduPie Learning Solutions Pvt Ltd. was started in mid of 2017 and formerly it was dealing in school management system. Afterwards EduPie Learning Solutions Pvt Ltd. Started their journey by becoming a successful provider of study packages and materials for engineering and medical entrance exam with speciality in JEE.,https://www.edupie.in,"Sector 20, Noida, Uttar Pradesh 201301, India",9667855957
1180,UrbanClap,4,UrbanClap delivers reliable services at the push of a button. They are a one stop destination for all types of services - from technicians to make up artists.,http://www.urbanclap.com,"UrbanClap Technologies India Pvt Ltd, Plot 19, Sewa Towers, 5th floor, Udyog Vihar Phase IV Gurgaon 122015",
1181,Rent a Boy - Friend,3,Rent a boy friend is a new toy in millennials world which focuses on removing depression and loneliness by providing you with the partner you always needed. This e-commerce website lets you hire boy friends for a span of time so that it can help you with your mental health and sadness and help you grow. ,http://www.rentabf.in/,,
1182,Collegedunia.com,3.8,This online startup offers you all the information about your future under one platform. The company provides authentic information about all the colleges and universities that will help you make your career choices.,https://collegedunia.com,"555-556, Agarwal Metro Heights Tower, Netaji Subash Place, New Delhi, Delhi 110034, India",
1183,Noire Company,3.8,Noire company is a brand that gives you an opportunity to style up your outfit and improve your fashion. The idea of the company is to set new trends and bring street style into your homes. The brand promotes urban fashion and gives you good quality caps.,https://collegedunia.com,,
1184,Petpooja ,3.8,Petpooja's mission is to organize the unorganized food sector in India and globally with the help of technology. Petpooja is restaurant management (PoS) software designed to cater to any operational needs of any food & beverage outlet.,https://www.petpooja.com,"Unit 81, 8th Floor, 'Titanium', Corporate Road, Prahladnagar, Ahmedabad -380015",(+91) 9099912484
1185,ShiftKarado,3.9,Shift karado is an easy and stress-free way to shift your furniture. They provide you with relocation services for household goods and appliances. It offers shifting options which are smooth and easy. It also provides you a way to de-clutter your house and donate unnecessary items while moving.,https://www.shiftkarado.com/,"705 & 706, Cross Point Mall, DLF Phase IV, Sector 28, Gurugram, Haryana 122002, India",180030028050
1186,Ikinaki,3.5,Ikinaki allows you to share product reviews and helps you discover trending products through friends and experts.,http://www.ikinaki.com,+919205562262,
1187,Boneafite,4,"An exclusive social networking platform for dogs packed with daily doses of updates, facts, cute competitions and a whole lotta surprises!",https://www.boneafite.com,,
1188,Headspace,4.7,"Headspace is a digital service that provides guided meditation sessions and mindfulness training. Learn to meditate whenever you want, wherever you are, in just a few minutes a day.",https://www.headspace.com/,,
1189,Momark Services,4,"They seek to transform your retail shopping experience. From the way you find a merchant to reading reviews, sharing with friends, earning and redeeming points, Momark helps you do it all by a single tap on your mobile.",http://www.momarkrewards.com/,"A-17 Sector 16 Second Floor Noida, India",
1190,Dunzo,3.9,"Whatever, Whenever, Wherever. Need something bought, picked up, delivered? Just dunzo it! Chat with them about your day to day task and see them get done!",https://www.dunzo.in/,"No. 457, 2nd Cross, 7th Main Road, HAL Stage 2, Bangalore - 560038, Karnataka, India","Also Available in: Bengaluru, Pune, Gurugram"
1191,Spinny,4,"A dedicated online marketplace for used cars who help masses realize their dream of owning a good car in an absolutely trustworthy and hassle-free way
",https://www.myspinny.com,"204, ABW Towers, Iffco Chowk, Gurgaon.",8010100900
1192,Swiggy,2.5,Swiggy brings food from the best restaurants and desserts to your doorstep. The food from your favourite restaurants is delivered just at the touch of a button through the Swiggy app. ,www.swiggy.com,"Tower D, 9th Floor, IBC Knowledge Park, Bannerghatta Road, Bangalore – 560029",6000 6600
1193,Launderette,4,"Launderette is the premium dry cleaners & laundry services in Gurgaon & Delhi, provide high quality laundry at your doorstep.",https://www.launderette.in/,,
1194,Guava Pass ,3.5,One Pass. One Community. GuavaPass gives members access to a community of fitness studios and healthy-living experts across Asia & the Middle East.,https://guavapass.com/?locale=en,,
1195,Nutrio Box ,4,"We serve the tastiest health food in Delhi. So come over, and enjoy delicious dishes that rank high in nutrition and taste, but not in guilt.",https://www.nutriobox.com,"Fun City Mall, Pvr Prashant Vihar Road, G-11, Delhi, India",095559 58959
1196,Happy Healthy Me ,4,HappyHealthyMe is India’s first 100% certified organic food brand and grocery store.,http://www.happyhealthyme.com,"HappyHealthyMe Organics Pvt. Ltd. #660, 1st Cross, 11th Main Road, Indiranagar, Bangalore – 560038.",080 4124 8881
1197,Kayak India ,4,"KAYAK is a travel tool that searches hundreds of other travel sites to help you find the flight, hotel or rental car offer that's best for you.",https://www.kayak.co.in,,
1198,Hyfie ,4,"HYFIE is a social, multitasking ecosystem made to fit your daily needs. From buying groceries, meat, stationery, etc. to booking auto rickshaw, laundry, maid - check out all that HYFIE can do for you.",http://www.hyfie.com,"18th Floor, Room # 20, Infinity Benchmark, Kolkata, India",7003907304
1199,Baxi,3,"Baxi is here to solve first- and last-mile commuting issues faced by commuters everyday.
",http://www.baxi.taxi/,"Back to Top Plot # 154-P, Near Ardee City Gate no. 3, Sector 52, Gurgaon, Haryana","Also Available in: Delhi NCR, Goa, Rajasthan, Gujrat"
1200,Jugnoo ,3,"Jugnoo started in 2014 as an online platform to book autorikshaws. But now, it has panned out to bigger and better services.",https://www.jugnoo.in/,"Sector 28-B, Madhya Marg Chandigarh, India",Also Available in: Multiple cities
1201,Sixteeninches.com,4.6,"Sixteeninches.Com is a leading online store selling a wide range of health supplements to fitness conscious people like you. While shopping with us here you can always be sure of 100% genuine and authentic products. An attractive body is no doubt the most important aspect in enhancing one’s physical appearance and overall personality. But yes, it’s not everyone’s cup of tea. You would agree that it needs passion, dedication, and most importantly, the right food supplements that you take during the process. We make this very process easier for you.",https://www.sixteeninches.com/,"1st Floor, 19/340, Near Kalpana Chawla Medical College, Karnal, Haryana - ",9254616161
1202,Stay Uncle,3.5,"StayUncle helps the unmarried couples book a space for a private hangout, or to do whatever you feel like, because they provide service, no judgments! Affordable rooms with great service and complete privacy. ",https://stayuncle.com/," Nature View Apartments Ward Number 6, Mehrauli Village, Mehrauli, New Delhi, Delhi 110049","Also Available in: Delhi, Mumbai, Bangalore, Pune, Kolkata, Hyderabad, Jaipur"
1203,Quikr Easy (Zimmber),3,"Quikr easy brings all the household services under one roof. Zimmber, part of Quikr Easy now, provides those easy and quick car washes you always wanted and that too at your doorstep. From different services like AC service, repairing, to cleaning, quikr easy makes it really easy.",https://www.quikr.com/services-plus/home,Mumbai,"Also Available in: Delhi/NCR, Pune, Mumbai, Bangalore, Hyderabad, Chennai"
1204,Plixxo,3,"Plixxo, a brainchild of POPxo, is India's largest influencer marketing platform. It brings brands, influencers and bloggers, all under one roof. Bloggers looking to earn money can make a profile there and start making money.",https://www.plixxo.com/," Building No. 2, Second Floor, Village Hauz Khas, New Delhi, Delhi 110016",
1205,Navvi.in,4,"Navvi.in is an online marketplace established to bring together unique products from all over the country. From gifts to home decor, office accessories and much more, we have all under one roof.",www.navvi.in,"Kolkata, West Bengal, India",9330050014
1206,Ayca,3.9,"Ayca is a natural paraben-free bath and wellness brand. At Ayca, we create products that have been recreated painstakingly with the purest of nature’s ingredients and extracted oils. Our commitment is to preserve our ancient crafts and offer a holistic approach to refresh, replenish and revitalize.​",https://www.ayca.in/," 86-B, Second Floor, Shahpur Jat, New Delhi, Delhi 110049",9818204268
1207, Sepoy & Co.,3.7,"Sepoy & Co. is a Premium Tonic Water and Mixers. Blended natural flavours, a precise recipe and only the finest ingredients for an exquisite finish. Low Calorie and made with 100% natural ingredients.",https://sepoyandco.com/,,
1208,Happy Booch Kombucha,3.9,"Happy Booch Kombucha is a raw premium kombucha made with local organic loose leaf teas, herbs, flowers, barks, botanicals for healing, best-tasting booch experience. The best quality of kombucha you can buy! Delicious all-natural kombucha made with local handpicked organic ingredients, Vegan, Naturally fizzy.",https://happybooch.com/,"Building No 102, Kannamwar Nagar II, Kopar Khairane, Navi Mumbai, Maharashtra ",7021552978
1209,Ayurganic,4,"Created under the supervision of Ayurvedic Scientists in India, A Y U R G A N I C represents a new benchmark in consciously curated apparel. Wearing Ayurganic is an act of responsibility, sustainability and consciousness.",https://www.ayurganic.com,"A 22-23 Gurgaon Technology Park Sector 34 Infocity Gurgaon, Haryana– 122001 ", 1244768600
1210,Bath It Up,4.5,"BathItUp is your one stop shop to indulge in a world of beautiful bath and body products. We strive to provide you with beautiful and chic products, from around the world, for your perfect bath experience.",https://www.bathitup.com,"5/32, Basement, Sarvapriya Vihar, New Delhi, Delhi, 110017",011 41645145
1211,House of Ekam,4,"House of Ekam aims to provide one of a kind home products which unify your home. Each product of ours is thoughtfully sourced from niche manufacturers and artisans in different regions in India having premium craftsmanship along with affordable pricing.
Our brand takes inspiration from traditional techniques mixed with millennial designs. Each product of ours is designed by us keeping in mind the aesthetics and utility. As a principle we ship the products ourselves, keeping the quality control totally in our hands.",https://www.houseofekam.com/,"23, Indrasagar Apartments, Civil Lines Nagpur, Maharashtra",9654702117
1212,Inveda,4.5,"Inveda is a Natural Organic Ayurveda Company deals in beauty products with rich in natural essence. Deriving its essence from infusing in the richness of Ayurveda, Inveda defines beauty in its most natural and purest form, extracted discreetly from the secrets of the age of old Vedas.",https://www.inveda.in/,"395, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049", 011 26499326
1213,Matcha Tea Company,3.8,"Matcha Tea Company is the best online platform to buy matcha green tea online in India. We are putting forth numerous sorts of Matcha tea with distinctive flavors, for example, Berry Matcha Green Tea, Mint Matcha Green Tea, Chocolate Matcha Green Tea, Matcha ginger tea, Turmeric Matcha tea, Vanilla Matcha tea etc.",https://www.matchateacompany.in/,"869, Adarsh Nagar, Near Old Power House Rewari, Haryana, 123401",7988021159
1214,The Grass Route,4," We provide you with plant based toothbrushes made of organic Bamboo with soft bristles.
Developed by Dentists.
Our future, our choice.",https://www.matchateacompany.in/,9833857155,
1215,Fruit Box & Co.,3.8,"Fruit Box Co. is a fruit delivery service catering to your daily needs, gifting for all occasions & corporate packages, with an array of exotic and local fruits!",https://www.fruitboxco.com/,7210110110,
1216,COCO SOUL,3.9,"Coco Soul - A virgin coconut oil harvested from environmentally-friendly farms that are home to the finest, freshest coconuts. We value nutrition, hence the choice of opting for a healthier technique of cold pressing becomes essential. Being cold-pressed to perfection ensures that vital nutrients, flavour and MCTs of raw coconuts stay unrefined. This oil preserves 60% MCTs and possesses a superior taste along with nutrients galore. Best for direct consumption, suited for dressings and acts as a perfect taste enhancer. ",https://www.cocosoul.in/,,
1217,Ādya Organics,4,"Buy Online pure and natural Gir cow A2 Milk Ghee, Honey, flaxseed, Sesame, Almond Oil Organic Product at affordable Price in india. Adya Organics Delivers the best quality Organic Product.",https://adyaorganics.com/,"Mrityunjay, IPS Campus, Via",9354924309
1218,Mr . Dairy,4,"A2 Milk epitomises Purity, milked fresh and delivered within just a few hours - Farm to Table! It’s as fresh as it gets! The goodness of farm life, brought to your doorstep in the bustling city.! It doesn’t get any better.",care@mrdairy.in," Faridabad - Gurgaon Rd, Baliawas, Haryana ",18001206455
1219,HealthBowl,4.4,"We believe in serving balanced meals, fast food and healthy beverages with the finest quality. Super nutritious ingredients cooked under hygienic condition.",http://www.healthbowl.in,"12-22 Main Road, Raghunathpur, opp. Rajkiya Inter College, Sector 22, Noida, Uttar Pradesh 201301, India",9858885111
1220,NorthMIst,3.9,"NorthMist stands for naturality and it is India’s first organic cotton menswear brand. They are committed towards the sustainable and ethical production of Organic clothing. They offer high-quality fashionable tees that are super soft, made from 100% pesticide-free organic cotton.",https://www.northmist.com/," 7th Cross Rd, New Friends Colony, S T Bed Layout, Koramangala, Bengaluru, Karnataka 560095", 097318 17456
1221,Isya Aesthetics,4,"Isya's vision is the concept of organic dermatology. They believe in long term solutions, not short-term fixes. You shouldn’t have to keep going to doctor forever. They have the latest, best and most effective lasers technologies and science straight from New York which will give you quick and long-lasting results for all your skin and hair issues.",http://www.isyaderm.com/,E12/7 Vasant Vihar New Delhi 110057,9667377709
1222,The Baby Atelier,3.8,"The Baby Atelier focuses on a well-curated, chemical free space, that helps promote a healthy baby and happy parents. Give your child a clean ecofriendly space to sleep in.",https://www.thebabyatelierco.com/,,
1223,Nuskay,3.8,"Get radiant beauty, with traditions of beauty rituals combined in modern products at 'Nuskay'. Enhance your natural beauty with with their effective products.",https://nuskay.in/,"NICC, Chhabra Niwas, Opp MB College, Udaipur Rajasthan IN 313001",
1224,Gourmet Dreams By Sunanda,5,Sunanda’s saucy sauces & delectable dips freshly prepared without preservatives. Helping urban aspires of India avail of gourmet food from across the world,https://trustvardi.sfo2.digitaloceanspaces.com/images/1557402463347Menu.pdf,"F25/A, Hauz Khas Enclave, New Delhi, 110016","Also Available in: Delhi, Noida & Gurgaon"
1225,Rus Organic,5,"Rüs Juices are made with fresh & organic fruits and veggies, cold pressed in to every Rüs bottle, that are delicious, healthy and nutritious juices.",http://www.rusorganic.in/,"701, Sohag, Linking Road, Santacruz (West), Mumbai - 400054",91-9326713775
1226,BIOAYURVEDA,3.8,"BIOAYURVEDA is a leading holistic health & wellness global luxury brand uplifting our lifestyles with an enlightened range of world-class anti-ageing organic products based on time-tested Ayurveda, and which are completely pure and natural, free of chemicals and synthetics.",https://www.bioayurveda.in/,"ARGANSHE PVT LTD B-II/66,M.C.I.E, New Delhi-110044, India",08700297618
1227,Bella Vita Organic,4,"Bella Vita is a well-known beauty salon in the city of Gurugram, and it is known for its 100% organic and natural skin & hair treatments and cosmetic care products.",http://www.bellavita.in," A2 Suncity, Sector 54, Golf Course Road, Gurgaon. Gurgaon, Haryana",098100 04506
1228,EnviGreen,4.3,"EnviGreen is that name of the attempt being made by a group of people for a better future by replacing plastic bags with biodegradable, 100% organic and recyclable bags that can go a long way in protecting our environment.", http://envigreen.in,"EnviGreen Biotech India (P) Ltd No. 1012/29, Prestige Meridian, 1, MG Road, Ashok Nagar, Bengaluru, Karnataka 560001",
1229,I Say Organic,4,"As an organization, we are committed to serving the purest, most natural form of food available to us. Constantly innovating and working towards a world free of chemicals, we pride ourselves on delivering to you, only what is worthy of being served at your home - Pure organic food. We conduct frequent lab tests and audits to ensure we are living up to our promise! In turn, our farmers trust us with their products and we trust you to make the right choice.
The Purpose: (From the founder)
When you eat well; you feel good. But what is good food? It is more than just taste and texture. It’s where it comes from. It’s who grows it. It’s what goes into it. It’s who it feeds. It’s simple. It’s natural. We dream for this food to be everywhere. For it to be the only kind of food available. And for the tag “organic” to disappear as a result. We exist to contribute to building that future. Organic is not a lifestyle. It’s life itself.",http://www.isayorganic.com,"Lower Ground 15, South Point Mall, Golf Course Road, Gurgaon , Haryana,New Delhi ,122003",011 41087447
1230,The Moms Co.,3.8,"The Moms Co. is the leading mom & baby care product online provider company. At The Moms Co., our products are made with love and without compromise. To stand by our without compromise commitment, we have used only the safest natural ingredients to care both baby and mom. ",https://themomsco.com/,"DLF Galleria Rd, DLF Phase IV, Gurugram, Haryana 122022, India",911133138120
1231,OR-INGA,3.5,The main objective of this company is to deliver the organic moringa,https://themomsco.com/,9650646162 ; 9910926325,
1232,Leaf N Loaf,4.4,"Leaf 'N' Loaf is all about serving gourmet health food comprising of Salads, Sandwiches, Wraps, Protein platters and much more. We at Leaf 'N' Loaf aim at making health food easily accessible and tasty by busting the common myth that health food cannot be tasty.",http://leafnloaf.com/,"Lower Ground Floor, 8 SQUARE, # 8, Sector-125 Noida Uttar Pradesh - 201313",Also Available in: Noida Sec 125 & Sec 62
1233,The Dark Roast Company,3.8,"Spreading the love for Freshly Roasted Indian Coffee, from the regions in the South, to other Coffee lovers just like us ",http://leafnloaf.com/,"Pocket 6, Sector D, Vasant Kunj, New Delhi, Delhi 110070, India",9999437992
1234,Urban Living Ideas,3.8,"Urban Living Ideas is a start up retail store initiated for consumers wanting to create a personalised green environment. At ULI you will find amazing range of pots , planters, garden accessories and much more.",https://urbanlivingideas.com/,"Citizen Road, 7th Cross Road, Ayyappankvu, Ernakulam",Also Available in: Delivery All Over India
1235,Teacupsfull,4.4,"Teacupsfull delivers the finest hand-picked fresh teas from select estates of Darjeeling, Assam, Sikkim, Nilgiris and Dooars and also offer a variety of teapots, personal infusers, accessories for brewing and serving tea. Teas are carefully picked and each cup is full of experience and love.",https://www.teacupsfull.com/,"J 15, Qutub Plaza Market, (Lane Before Subway) DLF City Phase - I Gurgaon - 122002",098734 14857
1236,Divine organics,3.8,Divine Organics brings to you the purest essence of nature. All products are organically made by using the best natural ingredients. They ensure that ingredients contain no chemical content. Products are completely skin friendly and leave you feeling more vibrant and lively.,http://www.divineorganics.in/,"Unit 217, 2nd Floor, Crowne Heights Sector - 10, Rohini, New Delhi - 110085",Also Available in: Delhi
1237,Outliers Clothing Co.,3.8,Outliers Clothing is for men who not only have a taste in wearing trendy clothes that fit perfectly but also care about giving back to society and living in harmony with the environment. It is an online t-shirt not just 100% cotton but 100% organic cotton.,https://www.outliersclothing.com,"RT Apparel LLP, 7, Mascarnis Colony, Talegaon Dabhade, Pune - 410506",Also Available in: Pune
1238,Gulnare Skin Care,3.7,"Gulnare Skincare offers 100% natural and handmade skin care solutions. They have a wide range of products you'll feel the difference from the first time use it. Our range of high-quality products made under personal supervision, with lots of love thrown in for good measure.",http://www.gulnareskincare.com/,"252A Shahpur Jat Delhi, India",Also Available in: Delhi
1239,Wag & Love,3.8,"Inspired by their own dogs, Wag & Love are dedicated to a holistic approach to nutrition and delivering a natural, grain free & fresh meat first, dog food range, with an honesty and affordability that dogs and their parents in India can count on.",https://www.wagandlove.com/,"Evershine Nagar, Malad West, Mumbai, Maharashtra 400064, India",917432802286
1240,Tsa And Company,3,"Tsa and company focus on providing you with the best of health. The brand offers tea's which are healthy and refreshing, and give you tea therapy you always needed. The idea is to provide you with tea liquor that soothes and relaxes you.",https://www.wagandlove.com/,,
1241,Welga Foods Ltd.,3.8,welga is a food delivery system that provides you with fresh vegetables at your doorstep. The company delivers vegetables that have been protected and preserved with the highest nutrient density so that you get fresh veggies at economical price.,http://www.welgafoods.com/index.html," 730, DLF Towers, Shivaji Marg, Block 15, New Delhi, Delhi 110015, India",9958618800
1242,Earthcare Designs,3,"Earthcare designs is an NGO that makes wastecare composter to remove pollution and turn the waste of your home into biodegradable materia,their mission is to make india green,clean and waste free through usage of waste care composter.
",https://www.earthcaredesigns.org/,"31-A, Kalyani nagar, Abhivyakti Media for Development, Anandwali shiwar, off Gangapur road, Nashik- 422013, ​Maharashtra, India",912532346148
1243,Babyses India,3,"Babyes India is a solution to all the worries of a new mom. The brand makes products that pamper your baby's skin the way you love them. The idea of the comapny is to provide products like oil, shampoo and so on which are natural and promotes skin care.",http://www.sesderma.co.in/babyses,095996 91116,
1244,BOMBAY TEA CLUB,4,Bombay tea club is a brand that offers fresh and delicious tea options. The idea is to provide organic teas which are not just detoxing but are uplifting too. This tea therapy brand offers a variety of teas,https://www.bombayteaclub.com/,"Sara Ferrous Pvt. Ltd. 9 JVPD, 10th Road, JVPD Scheme, Juhu, Mumbai - 400049, India",02267426600
1245,Olives From Spain,3.6,"Olive production in Spain is a major industry. A lot of improvements and technologies have been introduced to obtain the best quality out of this unique fruit. Natural olives are too bitter to be eaten raw. Therefore, Spanish olives are processed and cured in different ways for us to enjoy their wide range of flavours and textures.",http://www.olivesfromspain.in/,,
1246,Balcony Makeovers,3.7,"The founder of Balcony Makeovers, Mahima well understands the desire for a cosy nook in the Hosur where residents can unwind the tiresome day, kick back and relax. Balcony Makeovers is driven to turn even the tiniest part of your home sweet home into a pretty one, perhaps even prettier than the terrace you’d imagined. Win-Win? Absolutely! ",https://www.balconymakeovers.com/,"#18, Next To Tata Primanti, Southern Peripheral Road, Sector 72, Gurugram, Haryana 122004, India",9810498348
1247,Lavish Bath Essentials ,3,"Organic bath and beauty products that'll take your senses on a fragrant ride, while curing your woes with their magical ingredients. ",https://www.balconymakeovers.com/,,
1248,Stories By Arrom,3.8,Stories by Arrom is an organic way to relax without spending too much. They provide products like face gels to shine up your face and those aromatic candles to create a relaxing atmosphere in your home. This is one of the budget-friendly ways to relax. ,https://www.storiesbyarrom.com/,9711958758,
1249,Dapr,3.5,Dapr is a company that offers products which helps you in styling your look by grooming your hair in the best way possible. The idea is to make an impression and still not lose the quality of the hair. Here is a new way to maintain and style your hair and beard without damaging it. Check them out for all hair styling tips and be the cool guy in town.,https://getdapr.com/,,
1250,Snacked.in,4,"Snacked.in was started with a single mission - healthy and easy snacking! With products rich in proteins, fibres, and low on oils, fat and cholesterol, Snacked.in is the perfect snacking option whether it's a binge-watching session, weight loss, or maybe a habit of trying new stuff.",https://www.snacked.in/,8291891719,
1251,CHUK,4,CHUK is promoting an environment-friendly lifestyle with the motive of replacing plastics. They offer biodegradable tableware that composts within 2 months and are made through zero usage of fossil fuel. ,https://www.chuk.in/,"Yash Papers Limited Yash Nagar, Faizabad, Uttar Pradesh – 224135",
1252,The Coconut People ,4,"Bringing to you their love for raw, chemical-free, organic coconuts.",https://thecoconutpeople.in/,"TCP Organics Private Limited,Kushal House, 39 Nehru Place, New Delhi, Delhi 110019",+91 9870152870
1253,The Little Farm Co.,4,The Little Farm Co. handcrafts fresh pickles straight from their farm that are rich in taste and quality. No added preservative and additive free too.,http://thelittlefarm.co.in/," K.L House, dlf phase 3 Gurgaon, Haryana",
